Year	Team1Team	Team1Score	Team1Rank	Team1	Team2Team	Team2Score	Team2Rank2	team2	entry	RankDiff	ScoreDiff
2000	Auburn	72	7	No. 7 Auburn 72	Creighton	69	10	No. 10 Creighton 69	FIRST ROUND	-3	3
2000	Tulsa	89	7	No. 7 Tulsa 89	UNLV	62	10	No. 10 UNLV 62	FIRST ROUND	-3	27
2000	Wisconsin	66	8	"Wisconsin 66	Arizona	59	1	 Arizona 59	SECOND ROUND	
2012	Ohio State	77	2	Ohio State 77"	Syracuse	70	1	 Syracuse 70	REGIONAL FINALS	7	-4
2000	North Carolina	59	8	"North Carolina 59	Tulsa	55	7	 Tulsa 55	REGIONAL FINALS	
1982	Houston	79	6	Houston 79"	Missouri	78	2	 Missouri 78	REGIONAL SEMIFINALS	6	-19
2000	Wisconsin	61	8	"Wisconsin 61	LSU	48	4	 LSU 48	REGIONAL SEMIFINALS	
1996	Kansas	83	2	Kansas 83"	Arizona	80	3	 Arizona 80	REGIONAL SEMIFINALS	5	-19
2000	Wisconsin	64	8	"Wisconsin 64	Purdue	60	6	 Purdue 60	REGIONAL FINALS	
2010	Purdue	63	4	Purdue 63"	Texas A&M	61	5	 Texas A&M 61	SECOND ROUND	3	3
2000	North Carolina	84	8	No. 8 North Carolina 84	Missouri	70	9	No. 9 Missouri 70	FIRST ROUND	-1	14
2000	Kansas	81	8	No. 8 Kansas 81	DePaul	77	9	No. 9 DePaul 77	FIRST ROUND	-1	4
2000	Wisconsin	66	8	No. 8 Wisconsin 66	Fresno State	56	9	No. 9 Fresno State 56	FIRST ROUND	-1	10
2000	Seton Hall	67	10	"Seton Hall 67	Temple	65	2	 Temple 65	SECOND ROUND	
1999	Temple	64	6	Temple 64"	Cincinnati	54	3	 Cincinnati 54	SECOND ROUND	7	13
2000	Gonzaga	77	10	No. 10 Gonzaga 77	Louisville	66	7	No. 7 Louisville 66	FIRST ROUND	3	11
2000	Seton Hall	72	10	No. 10 Seton Hall 72	Oregon	71	7	No. 7 Oregon 71	FIRST ROUND	3	1
2000	Pepperdine	77	11	No. 11 Pepperdine 77	Indiana	57	6	No. 6 Indiana 57	FIRST ROUND	5	20
2001	Michigan State	69	1	"Michigan State 69	Temple	62	11	 Temple 62	REGIONAL FINALS	
1985	Alabama	63	7	Alabama 63"	Virginia Commonwealth	59	2	 Virginia Commonwealth 59	SECOND ROUND	-1	10
2001	Duke	79	1	"Duke 79	Southern Cal	69	6	 Southern Cal 69	REGIONAL FINALS	
1998	Kentucky	86	2	Kentucky 86"	Stanford	85	3	 Stanford 85	NATIONAL SEMIFINALS	-2	-6
2001	Duke	76	1	"Duke 76	UCLA	63	4	 UCLA 63	REGIONAL SEMIFINALS	
2007	Vanderbilt	78	6	Vanderbilt 78"	Washington State	74	3	 Washington State 74	SECOND ROUND	-2	2
2001	Michigan State	77	1	"Michigan State 77	Gonzaga	62	12	 Gonzaga 62	REGIONAL SEMIFINALS	
1989	Indiana	92	2	Indiana 92"	Texas-El Paso	69	7	 Texas-El Paso 69	SECOND ROUND	-6	8
2001	Stanford	78	1	"Stanford 78	Cincinnati	65	5	 Cincinnati 65	REGIONAL SEMIFINALS	
2008	Villanova	84	12	Villanova 84"	Siena	72	13	 Siena 72	SECOND ROUND	-12	6
2001	Duke	95	1	No. 1 Duke 95	Monmouth	52	16	No. 16 Monmouth 52	FIRST ROUND	-15	43
2001	Stanford	89	1	No. 1 Stanford 89	UNC-Greensboro	60	16	No. 16 UNC-Greensboro 60	FIRST ROUND	-15	29
2001	Michigan State	69	1	No. 1 Michigan State 69	Alabama State	35	16	No. 16 Alabama State 35	FIRST ROUND	-15	34
2001	Illinois	96	1	No. 1 Illinois 96	Northwestern State	54	16	No. 16 Northwestern State 54	FIRST ROUND	-15	42
2001	Kentucky	92	2	"Kentucky 92	Iowa	79	7	 Iowa 79	SECOND ROUND	
1993	Michigan	81	1	Michigan 81"	Kentucky	78	1	 Kentucky 78	NATIONAL SEMIFINALS	1	14
2001	Arizona	80	2	"Arizona 80	Michigan State	61	1	 Michigan State 61	NATIONAL SEMIFINALS	
1983	Kentucky	64	3	Kentucky 64"	Indiana	59	2	 Indiana 59	REGIONAL SEMIFINALS	0	21
2001	Arizona	73	2	"Arizona 73	Butler	52	10	 Butler 52	SECOND ROUND	
2009	Louisville	79	1	Louisville 79"	Siena	72	9	 Siena 72	SECOND ROUND	-7	1
2001	Kentucky	72	2	No. 2 Kentucky 72	Holy Cross	68	15	No. 15 Holy Cross 68	FIRST ROUND	-13	4
2001	Arizona	101	2	No. 2 Arizona 101	Eastern Illinois	76	15	No. 15 Eastern Illinois 76	FIRST ROUND	-13	25
2001	North Carolina	70	2	No. 2 North Carolina 70	Princeton	48	15	No. 15 Princeton 48	FIRST ROUND	-13	22
2001	Maryland	87	3	"Maryland 87	Stanford	73	1	 Stanford 73	REGIONAL FINALS	
2011	Florida State	71	10	Florida State 71"	Notre Dame	57	2	 Notre Dame 57	THIRD ROUND	1	30
2001	Mississippi	59	3	"Mississippi 59	Notre Dame	56	6	 Notre Dame 56	SECOND ROUND	
2009	Connecticut	82	1	Connecticut 82"	Missouri	75	3	 Missouri 75	REGIONAL FINALS	0	-16
2001	Maryland	76	3	"Maryland 76	Georgetown	66	10	 Georgetown 66	REGIONAL SEMIFINALS	
1993	Florida State	94	3	Florida State 94"	Tulane	63	11	 Tulane 63	SECOND ROUND	-8	13
2001	Mississippi	72	3	No. 3 Mississippi 72	Iona	70	14	No. 14 Iona 70	FIRST ROUND	-11	2
2001	Maryland	83	3	No. 3 Maryland 83	George Mason	80	14	No. 14 George Mason 80	FIRST ROUND	-11	3
2001	Boston College	68	3	No. 3 Boston College 68	Southern Utah	65	14	No. 14 Southern Utah 65	FIRST ROUND	-11	3
2001	Florida	69	3	No. 3 Florida 69	Western Kentucky	56	14	No. 14 Western Kentucky 56	FIRST ROUND	-11	13
2001	UCLA	75	4	"UCLA 75	Utah State	50	12	 Utah State 50	SECOND ROUND	
1994	Missouri	109	1	Missouri 109"	Wisconsin	96	9	 Wisconsin 96	SECOND ROUND	-5	-21
2001	UCLA	61	4	No. 4 UCLA 61	Hofstra	48	13	No. 13 Hofstra 48	FIRST ROUND	-9	13
2001	Kansas	99	4	No. 4 Kansas 99	Northridge	75	13	No. 13 Northridge 75	FIRST ROUND	-9	24
2001	Syracuse	79	5	No. 5 Syracuse 79	Hawaii	69	12	No. 12 Hawaii 69	FIRST ROUND	-7	10
2001	Cincinnati	84	5	No. 5 Cincinnati 84	BYU	59	12	No. 12 BYU 59	FIRST ROUND	-7	25
2001	Notre Dame	83	6	No. 6 Notre Dame 83	Xavier	71	11	No. 11 Xavier 71	FIRST ROUND	-5	12
2001	Southern Cal	69	6	No. 6 Southern Cal 69	Oklahoma State	54	11	No. 11 Oklahoma State 54	FIRST ROUND	-5	15
2001	Iowa	69	7	No. 7 Iowa 69	Creighton	56	10	No. 10 Creighton 56	FIRST ROUND	-3	13
2001	Penn State	69	7	No. 7 Penn State 69	Providence	59	10	No. 10 Providence 59	FIRST ROUND	-3	10
2001	Fresno State	82	9	No. 9 Fresno State 82	California	70	8	No. 8 California 70	FIRST ROUND	1	12
2001	Missouri	70	9	No. 9 Missouri 70	Georgia	68	8	No. 8 Georgia 68	FIRST ROUND	1	2
2001	St. Joseph's	66	9	No. 9 St. Joseph's 66	Georgia Tech	62	8	No. 8 Georgia Tech 62	FIRST ROUND	1	4
2001	Charlotte	70	9	No. 9 Charlotte 70	Tennessee	63	8	No. 8 Tennessee 63	FIRST ROUND	1	7
2001	Georgetown	63	10	No. 10 Georgetown 63	Arkansas	61	7	No. 7 Arkansas 61	FIRST ROUND	3	2
2001	Butler	79	10	No. 10 Butler 79	Wake Forest	63	7	No. 7 Wake Forest 63	FIRST ROUND	3	16
2001	Temple	79	11	No. 11 Temple 79	Texas	65	6	No. 6 Texas 65	FIRST ROUND	5	14
2001	Georgia State	50	11	No. 11 Georgia State 50	Wisconsin	49	6	No. 6 Wisconsin 49	FIRST ROUND	5	1
2001	Temple	75	11	"Temple 75	Florida	54	3	 Florida 54	SECOND ROUND	
1992	Cincinnati	69	4	Cincinnati 69"	Texas-El Paso	67	9	 Texas-El Paso 67	REGIONAL SEMIFINALS	2	8
2001	Utah State	77	12	No. 12 Utah State 77	Ohio State	68	5	No. 5 Ohio State 68	FIRST ROUND	7	9
2001	Gonzaga	86	12	No. 12 Gonzaga 86	Virgina	85	5	No. 5 Virgina 85	FIRST ROUND	7	1
2001	Gonzaga	85	12	"Gonzaga 85	Indiana State	68	13	 Indiana State 68	SECOND ROUND	
1987	UNLV	92	1	UNLV 92"	Wyoming	78	12	 Wyoming 78	REGIONAL SEMIFINALS	0	7
2001	Indiana State	70	13	No. 13 Indiana State 70	Oklahoma	68	4	No. 4 Oklahoma 68	FIRST ROUND	9	2
2001	Kent State	77	13	No. 13 Kent State 77	Indiana	73	4	No. 4 Indiana 73	FIRST ROUND	9	4
2001	Hampton	58	15	No. 15 Hampton 58	Iowa State	57	2	No. 2 Iowa State 57	FIRST ROUND	13	1
2001	Northwestern State	71	16	"Northwestern State 71	Winthrop	67	NA	 Winthrop 67	FIRST ROUND	
1994	Boston College	77	9	Boston College 77"	Indiana	68	5	 Indiana 68	REGIONAL SEMIFINALS	11	3
2002	Maryland	87	1	"Maryland 87	Wisconsin	57	8	 Wisconsin 57	SECOND ROUND	
1990	North Carolina	79	8	North Carolina 79"	Oklahoma	77	1	 Oklahoma 77	SECOND ROUND	0	10
2002	Kansas	104	1	"Kansas 104	Oregon	86	2	 Oregon 86	REGIONAL FINALS	
1990	UCLA	71	7	UCLA 71"	Kansas	70	2	 Kansas 70	SECOND ROUND	-1	34
2002	Maryland	97	1	"Maryland 97	Kansas	88	1	 Kansas 88	NATIONAL SEMIFINALS	
1998	UCLA	85	6	UCLA 85"	Michigan	82	3	 Michigan 82	SECOND ROUND	-2	15
2002	Maryland	90	1	"Maryland 90	Connecticut	82	2	 Connecticut 82	REGIONAL FINALS	
1987	Iowa	93	2	Iowa 93"	Oklahoma	91	6	 Oklahoma 91	REGIONAL SEMIFINALS	-5	-1
2002	Maryland	64	1	"Maryland 64	Indiana	52	5	 Indiana 52	CHAMPIONSHIP	
2002	Oklahoma	78	2	Oklahoma 78"	Xavier	65	7	 Xavier 65	SECOND ROUND	-6	-1
2002	Cincinnati	90	1	No. 1 Cincinnati 90	Boston U.	52	16	No. 16 Boston U. 52	FIRST ROUND	-15	38
2002	Kansas	70	1	No. 1 Kansas 70	Holy Cross	59	16	No. 16 Holy Cross 59	FIRST ROUND	-15	11
2002	Maryland	85	1	No. 1 Maryland 85	Siena	70	16	No. 16 Siena 70	FIRST ROUND	-15	15
2002	Duke	84	1	No. 1 Duke 84	Winthrop	37	16	No. 16 Winthrop 37	FIRST ROUND	-15	47
2002	Oklahoma	88	2	"Oklahoma 88	Arizona	67	3	 Arizona 67	REGIONAL SEMIFINALS	
1986	Louisiana State	83	11	Louisiana State 83"	Memphis State	81	3	 Memphis State 81	SECOND ROUND	-1	7
2002	Oregon	72	2	"Oregon 72	Texas	70	6	 Texas 70	REGIONAL SEMIFINALS	
2000	Michigan State	75	1	Michigan State 75"	Syracuse	58	4	 Syracuse 58	REGIONAL SEMIFINALS	-2	14
2002	Connecticut	71	2	"Connecticut 71	Southern Ill.	59	11	 Southern Ill. 59	REGIONAL SEMIFINALS	
2010	Kentucky	90	1	Kentucky 90"	Wake Forest	60	9	 Wake Forest 60	SECOND ROUND	-7	11
2002	Oklahoma	71	2	No. 2 Oklahoma 71	Ill.-Chicago	63	15	No. 15 Ill.-Chicago 63	FIRST ROUND	-13	8
2002	Alabama	86	2	No. 2 Alabama 86	Fla. Atlantic	78	15	No. 15 Fla. Atlantic 78	FIRST ROUND	-13	8
2002	Connecticut	78	2	No. 2 Connecticut 78	Hampton	67	15	No. 15 Hampton 67	FIRST ROUND	-13	11
2002	Oregon	81	2	No. 2 Oregon 81	Montana	62	15	No. 15 Montana 62	FIRST ROUND	-13	19
2002	Pittsburgh	63	3	"Pittsburgh 63	California	50	6	 California 50	SECOND ROUND	
2008	North Carolina	83	1	North Carolina 83"	Louisville	73	3	 Louisville 73	REGIONAL FINALS	0	-10
2002	Arizona	68	3	"Arizona 68	Wyoming	60	11	 Wyoming 60	SECOND ROUND	
1997	Louisville	78	6	Louisville 78"	Texas	63	10	 Texas 63	REGIONAL SEMIFINALS	-7	5
2002	Georgia	85	3	No. 3 Georgia 85	Murray St.	68	14	No. 14 Murray St. 68	FIRST ROUND	-11	17
2002	Mississippi St.	70	3	No. 3 Mississippi St. 70	McNeese St.	58	14	No. 14 McNeese St. 58	FIRST ROUND	-11	12
2002	Pittsburgh	71	3	No. 3 Pittsburgh 71	Central Conn. St.	54	14	No. 14 Central Conn. St. 54	FIRST ROUND	-11	17
2002	Arizona	86	3	No. 3 Arizona 86	UC Santa Barb.	81	14	No. 14 UC Santa Barb. 81	FIRST ROUND	-11	5
2002	Illinois	93	4	No. 4 Illinois 93	San Diego St.	64	13	No. 13 San Diego St. 64	FIRST ROUND	-9	29
2002	Ohio St.	69	4	No. 4 Ohio St. 69	Davidson	64	13	No. 13 Davidson 64	FIRST ROUND	-9	5
2002	Kentucky	83	4	No. 4 Kentucky 83	Valparaiso	68	13	No. 13 Valparaiso 68	FIRST ROUND	-9	15
2002	Indiana	74	5	"Indiana 74	Duke	73	1	 Duke 73	REGIONAL SEMIFINALS	
1987	Louisiana State	72	10	Louisiana State 72"	Temple	62	2	 Temple 62	SECOND ROUND	3	12
2002	Indiana	76	5	"Indiana 76	UNC Wilmington	67	13	 UNC Wilmington 67	SECOND ROUND	
2002	Connecticut	77	2	Connecticut 77"	North Carolina St.	74	7	 North Carolina St. 74	SECOND ROUND	-2	2
2002	Indiana	75	5	No. 5 Indiana 75	Utah	56	12	No. 12 Utah 56	FIRST ROUND	-7	19
2002	Texas	68	6	"Texas 68	Mississippi St.	64	3	 Mississippi St. 64	SECOND ROUND	
1998	Arizona	82	1	Arizona 82"	Illinois State	49	9	 Illinois State 49	SECOND ROUND	-3	19
2002	Texas	70	6	No. 6 Texas 70	Boston College	57	11	No. 11 Boston College 57	FIRST ROUND	-5	13
2002	California	82	6	No. 6 California 82	Pennsylvania	75	11	No. 11 Pennsylvania 75	FIRST ROUND	-5	7
2002	North Carolina St.	69	7	No. 7 North Carolina St. 69	Michigan St.	58	10	No. 10 Michigan St. 58	FIRST ROUND	-3	11
2002	Xavier	70	7	No. 7 Xavier 70	Hawaii	58	10	No. 10 Hawaii 58	FIRST ROUND	-3	12
2002	Wake Forest	83	7	No. 7 Wake Forest 83	Pepperdine	74	10	No. 10 Pepperdine 74	FIRST ROUND	-3	9
2002	Stanford	84	8	No. 8 Stanford 84	Western Ky.	68	9	No. 9 Western Ky. 68	FIRST ROUND	-1	16
2002	UCLA	80	8	No. 8 UCLA 80	Mississippi	58	9	No. 9 Mississippi 58	FIRST ROUND	-1	22
2002	Wisconsin	80	8	No. 8 Wisconsin 80	St. John's (N.Y.)	70	9	No. 9 St. John's (N.Y.) 70	FIRST ROUND	-1	10
2002	Notre Dame	82	8	No. 8 Notre Dame 82	Charlotte	63	9	No. 9 Charlotte 63	FIRST ROUND	-1	19
2002	Kent St.	69	10	No. 10 Kent St. 69	Oklahoma St.	61	7	No. 7 Oklahoma St. 61	FIRST ROUND	3	8
2002	Southern Ill.	77	11	"Southern Ill. 77	Georgia	75	3	 Georgia 75	SECOND ROUND	
2008	North Carolina	68	1	North Carolina 68"	Washington State	47	4	 Washington State 47	REGIONAL SEMIFINALS	7	30
2002	Wyoming	73	11	No. 11 Wyoming 73	Gonzaga	66	6	No. 6 Gonzaga 66	FIRST ROUND	5	7
2002	Southern Ill.	76	11	No. 11 Southern Ill. 76	Texas Tech	68	6	No. 6 Texas Tech 68	FIRST ROUND	5	8
2002	Missouri	82	12	"Missouri 82	UCLA	73	8	 UCLA 73	REGIONAL SEMIFINALS	
1996	Kentucky	76	1	Kentucky 76"	Syracuse	67	4	 Syracuse 67	NATIONAL CHAMPIONSHIP	8	15
2002	Missouri	93	12	No. 12 Missouri 93	Miami (Fla.)	80	5	No. 5 Miami (Fla.) 80	FIRST ROUND	7	13
2002	Tulsa	71	12	No. 12 Tulsa 71	Marquette	69	5	No. 5 Marquette 69	FIRST ROUND	7	2
2002	Creighton	83	12	No. 12 Creighton 83	Florida	82	5	No. 5 Florida 82	FIRST ROUND	7	1
2002	Missouri	83	12	"Missouri 83	Ohio St.	67	4	 Ohio St. 67	SECOND ROUND	
1991	Seton Hall	81	3	Seton Hall 81"	Creighton	69	11	 Creighton 69	SECOND ROUND	1	14
2002	UNC Wilmington	93	13	No. 13 UNC Wilmington 93	Southern California	89	4	No. 4 Southern California 89	FIRST ROUND	9	4
2003	Texas	85	1	"Texas 85	Michigan St.	76	7	 Michigan St. 76	REGIONAL FINALS	
1995	UCLA	102	1	UCLA 102"	Connecticut	96	2	 Connecticut 96	REGIONAL FINALS	-1	-11
2003	Oklahoma	65	1	"Oklahoma 65	Butler	54	12	 Butler 54	REGIONAL SEMIFINALS	
2000	Michigan State	89	1	Michigan State 89"	Florida	76	5	 Florida 76	NATIONAL CHAMPIONSHIP	-4	-11
2003	Arizona	88	1	"Arizona 88	Notre Dame	71	5	 Notre Dame 71	REGIONAL SEMIFINALS	
1980	Louisiana State	68	1	Louisiana State 68"	Missouri	63	5	 Missouri 63	REGIONAL SEMIFINALS	-4	25
2003	Texas	77	1	"Texas 77	Purdue	67	9	 Purdue 67	SECOND ROUND	
1993	Michigan	72	1	Michigan 72"	George Washington	64	12	 George Washington 64	REGIONAL SEMIFINALS	-11	13
2003	Kentucky	74	1	"Kentucky 74	Utah	54	9	 Utah 54	SECOND ROUND	
1999	Michigan State	54	1	Michigan State 54"	Oklahoma	46	13	 Oklahoma 46	REGIONAL SEMIFINALS	-12	28
2003	Oklahoma	71	1	No. 1 Oklahoma 71	S. Carolina St.	54	16	No. 16 S. Carolina St. 54	FIRST ROUND	-15	17
2003	Kentucky	95	1	No. 1 Kentucky 95	IUPUI	64	16	No. 16 IUPUI 64	FIRST ROUND	-15	31
2003	Texas	82	1	No. 1 Texas 82	UNC-Asheville	61	16	No. 16 UNC-Asheville 61	FIRST ROUND	-15	21
2003	Arizona	80	1	No. 1 Arizona 80	Vermont	51	16	No. 16 Vermont 51	FIRST ROUND	-15	29
2003	Kansas	94	2	"Kansas 94	Marquette	61	3	 Marquette 61	NATIONAL SEMIFINALS	
1981	St. Joseph's	42	9	St. Joseph's 42"	Boston College	41	5	 Boston College 41	REGIONAL SEMIFINALS	-3	53
2003	Kansas	78	2	"Kansas 78	Arizona	75	1	 Arizona 75	REGIONAL FINALS	
1989	Missouri	108	3	Missouri 108"	Texas	89	11	 Texas 89	SECOND ROUND	-9	-11
2003	Wake Forest	76	2	No. 2 Wake Forest 76	E. Tennessee St.	73	15	No. 15 E. Tennessee St. 73	FIRST ROUND	-13	3
2003	Pittsburgh	87	2	No. 2 Pittsburgh 87	Wagner	61	15	No. 15 Wagner 61	FIRST ROUND	-13	26
2003	Florida	85	2	No. 2 Florida 85	Sam Houston St.	55	15	No. 15 Sam Houston St. 55	FIRST ROUND	-13	30
2003	Kansas	64	2	No. 2 Kansas 64	Utah St.	61	15	No. 15 Utah St. 61	FIRST ROUND	-13	3
2003	Marquette	83	3	"Marquette 83	Kentucky	69	1	 Kentucky 69	REGIONAL FINALS	
1985	Villanova	56	8	Villanova 56"	North Carolina	44	2	 North Carolina 44	REGIONAL FINALS	1	39
2003	Duke	86	3	"Duke 86	C. Michigan	60	11	 C. Michigan 60	SECOND ROUND	
1986	Iowa State	72	7	Iowa State 72"	Michigan	69	2	 Michigan 69	SECOND ROUND	1	17
2003	Marquette	77	3	"Marquette 77	Pittsburgh	74	2	 Pittsburgh 74	REGIONAL SEMIFINALS	
2005	Oklahoma State	85	2	Oklahoma State 85"	Southern Illinois	77	7	 Southern Illinois 77	SECOND ROUND	-4	0
2003	Syracuse	81	3	"Syracuse 81	Kansas	78	2	 Kansas 78	NATIONAL CHAMPIONSHIP	
1983	Villanova	55	3	Villanova 55"	Iowa	54	7	 Iowa 54	REGIONAL SEMIFINALS	-4	27
2003	Marquette	72	3	No. 3 Marquette 72	Holy Cross	68	14	No. 14 Holy Cross 68	FIRST ROUND	-11	4
2003	Duke	67	3	No. 3 Duke 67	Colorado St.	57	14	No. 14 Colorado St. 57	FIRST ROUND	-11	10
2003	Syracuse	76	3	No. 3 Syracuse 76	Manhattan	65	14	No. 14 Manhattan 65	FIRST ROUND	-11	11
2003	Xavier	71	3	No. 3 Xavier 71	Troy St.	59	14	No. 14 Troy St. 59	FIRST ROUND	-11	12
2003	Stanford	77	4	No. 4 Stanford 77	San Diego	69	13	No. 13 San Diego 69	FIRST ROUND	-9	8
2003	Illinois	65	4	No. 4 Illinois 65	W. Kentucky	60	13	No. 13 W. Kentucky 60	FIRST ROUND	-9	5
2003	Louisville	86	4	No. 4 Louisville 86	Austin Peay	64	13	No. 13 Austin Peay 64	FIRST ROUND	-9	22
2003	Connecticut	58	5	No. 5 Connecticut 58	BYU	53	12	No. 12 BYU 53	FIRST ROUND	-7	5
2003	Wisconsin	81	5	No. 5 Wisconsin 81	Weber St.	74	12	No. 12 Weber St. 74	FIRST ROUND	-7	7
2003	Notre Dame	70	5	No. 5 Notre Dame 70	WI-Milwaulee	69	12	No. 12 WI-Milwaulee 69	FIRST ROUND	-7	1
2003	Wisconsin	61	5	"Wisconsin 61	Tulsa	60	13	 Tulsa 60	SECOND ROUND	
2009	Gonzaga	83	4	Gonzaga 83"	Western Kentucky	81	12	 Western Kentucky 81	SECOND ROUND	-7	-20
2003	Missouri	72	6	No. 6 Missouri 72	S. Illinois	71	11	No. 11 S. Illinois 71	FIRST ROUND	-5	1
2003	Maryland	75	6	No. 6 Maryland 75	UNC-Wilmington	73	11	No. 11 UNC-Wilmington 73	FIRST ROUND	-5	2
2003	Oklahoma St.	77	6	No. 6 Oklahoma St. 77	Pennsylvania	63	11	No. 11 Pennsylvania 63	FIRST ROUND	-5	14
2003	Michigan St.	68	7	"Michigan St. 68	Florida	46	2	 Florida 46	SECOND ROUND	
1990	Minnesota	82	6	Minnesota 82"	Syracuse	75	2	 Syracuse 75	REGIONAL SEMIFINALS	5	-7
2003	Michigan St.	60	7	"Michigan St. 60	Maryland	58	6	 Maryland 58	REGIONAL SEMIFINALS	
1995	Kentucky	82	1	Kentucky 82"	Tulane	60	9	 Tulane 60	SECOND ROUND	-2	0
2003	Michigan St.	79	7	No. 7 Michigan St. 79	Colorado	64	10	No. 10 Colorado 64	FIRST ROUND	-3	15
2003	California	76	8	No. 8 California 76	N.C. State	74	9	No. 9 N.C. State 74	FIRST ROUND	-1	2
2003	Utah	60	9	No. 9 Utah 60	Oregon	58	8	No. 8 Oregon 58	FIRST ROUND	1	2
2003	Gonzaga	74	9	No. 9 Gonzaga 74	Cincinnati	69	8	No. 8 Cincinnati 69	FIRST ROUND	1	5
2003	Purdue	80	9	No. 9 Purdue 80	LSU	56	8	No. 8 LSU 56	FIRST ROUND	1	24
2003	Arizona St.	84	10	No. 10 Arizona St. 84	Memphis	71	7	No. 7 Memphis 71	FIRST ROUND	3	13
2003	Auburn	65	10	No. 10 Auburn 65	St. Joseph's	63	7	No. 7 St. Joseph's 63	FIRST ROUND	3	2
2003	C. Michigan	79	11	No. 11 C. Michigan 79	Creighton	73	6	No. 6 Creighton 73	FIRST ROUND	5	6
2003	Butler	47	12	No. 12 Butler 47	Mississippi St.	46	5	No. 5 Mississippi St. 46	FIRST ROUND	7	1
2003	Tulsa	84	13	No. 13 Tulsa 84	Dayton	71	4	No. 4 Dayton 71	FIRST ROUND	9	13
2004	St. Joseph's	84	1	"St. Joseph's 84	Wake Forest	80	4	 Wake Forest 80	REGIONAL SEMIFINALS	
2003	Syracuse	95	3	Syracuse 95"	Texas	84	1	 Texas 84	NATIONAL SEMIFINALS	0	0
2004	Duke	90	1	"Duke 90	Seton Hall	62	8	 Seton Hall 62	SECOND ROUND	
1994	Arkansas	91	1	Arkansas 91"	Arizona	82	2	 Arizona 82	NATIONAL SEMIFINALS	-1	8
2004	Duke	66	1	"Duke 66	Xavier	63	7	 Xavier 63	REGIONAL FINALS	
1984	Georgetown	84	1	Georgetown 84"	Houston	75	2	 Houston 75	NATIONAL CHAMPIONSHIP	-1	-9
2004	Duke	96	1	No. 1 Duke 96	Alabama St.	61	16	No. 16 Alabama St. 61	FIRST ROUND	-15	35
2004	Kentucky	96	1	No. 1 Kentucky 96	Florida A&M	76	16	No. 16 Florida A&M 76	FIRST ROUND	-15	20
2004	Stanford	71	1	No. 1 Stanford 71	TX-San Antonio	45	16	No. 16 TX-San Antonio 45	FIRST ROUND	-15	26
2004	St. Joseph's	82	1	No. 1 St. Joseph's 82	Liberty	63	16	No. 16 Liberty 63	FIRST ROUND	-15	19
2004	Oklahoma St.	63	2	"Oklahoma St. 63	Pittsburgh	51	3	 Pittsburgh 51	REGIONAL SEMIFINALS	
2004	Georgia Tech	67	3	Georgia Tech 67"	Oklahoma St.	65	2	 Oklahoma St. 65	NATIONAL SEMIFINALS	0	-2
2004	Connecticut	82	2	"Connecticut 82	Georgia Tech	73	3	 Georgia Tech 73	NATIONAL CHAMPIONSHIP	
1986	Louisville	82	2	Louisville 82"	Bradley	68	7	 Bradley 68	SECOND ROUND	-5	14
2004	Connecticut	87	2	"Connecticut 87	Alabama	71	8	 Alabama 71	REGIONAL FINALS	
2006	Connecticut	87	1	Connecticut 87"	Kentucky	83	8	 Kentucky 83	SECOND ROUND	-6	4
2004	Connecticut	73	2	"Connecticut 73	Vanderbilt	53	6	 Vanderbilt 53	REGIONAL SEMIFINALS	
2011	Virginia Commonwealth	72	11	Virginia Commonwealth 72"	Florida State	71	10	 Florida State 71	REGIONAL SEMIFINALS	-8	2
2004	Oklahoma St.	75	2	No. 2 Oklahoma St. 75	E. Washington	56	15	No. 15 E. Washington 56	FIRST ROUND	-13	19
2004	Mississippi St.	85	2	No. 2 Mississippi St. 85	Monmouth	52	15	No. 15 Monmouth 52	FIRST ROUND	-13	33
2004	Connecticut	70	2	No. 2 Connecticut 70	Vermont	53	15	No. 15 Vermont 53	FIRST ROUND	-13	17
2004	Gonzaga	76	2	No. 2 Gonzaga 76	Valparaiso	49	15	No. 15 Valparaiso 49	FIRST ROUND	-13	27
2004	Texas	78	3	"Texas 78	North Carolina	75	6	 North Carolina 75	SECOND ROUND	
2004	Alabama	70	8	Alabama 70"	Stanford	67	1	 Stanford 67	SECOND ROUND	2	11
2004	Pittsburgh	59	3	"Pittsburgh 59	Wisconsin	55	6	 Wisconsin 55	SECOND ROUND	
1979	Penn	84	9	Penn 84"	Syracuse	76	4	 Syracuse 76	REGIONAL SEMIFINALS	-1	-17
2004	Texas	66	3	No. 3 Texas 66	Princeton	49	14	No. 14 Princeton 49	FIRST ROUND	-11	17
2004	Pittsburgh	53	3	No. 3 Pittsburgh 53	Central Florida	44	14	No. 14 Central Florida 44	FIRST ROUND	-11	9
2004	Georgia Tech	65	3	No. 3 Georgia Tech 65	N. Iowa	60	14	No. 14 N. Iowa 60	FIRST ROUND	-11	5
2004	N. Carolina St.	61	3	No. 3 N. Carolina St. 61	LA-Lafayette	52	14	No. 14 LA-Lafayette 52	FIRST ROUND	-11	9
2004	Wake Forest	84	4	"Wake Forest 84	Manhattan	80	12	 Manhattan 80	SECOND ROUND	
2004	t.		NA	St. 	Manhattan	80	12	 Manhattan 80	REGIONAL FINALS	
1994	Purdue	83	1	Purdue 83"	Alabama	73	9	 Alabama 73	SECOND ROUND	-5	11
